File,LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModel.java,223,17,16,0,5,0,201,1522,0,0,11,0,1,12,0.06,311.7,11,0,3,11,0,168.69,197,13,0,1,159.56,0,0,0,0,11,1,187.39,0,2,0,0,0,0,11,0,0,9,0,12,71,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModelChangedEvent.java,127,12,11,0,2,0,113,927,0,0,5,4,1,10,0.06,468.9,9,4,0,5,0,188.18,113,11,0,1,144.24,0,0,0,0,5,1,175.25,0,4,0,0,0,0,5,0,0,1,0,11,55,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModelChangedListener.java,34,4,3,0,1,0,29,208,0,0,1,0,1,2,0.01,41.48,1,0,0,1,0,188.51,29,3,0,1,147.03,0,0,0,0,1,1,27.65,0,0,0,0,0,0,1,0,0,1,0,3,11,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IModelChangeProvider.java,78,11,6,0,1,0,66,517,0,0,4,0,1,5,0.04,184.76,4,0,0,4,0,157.42,66,10,0,1,157.89,0,0,0,0,4,1,111.93,0,0,0,0,0,0,4,0,0,4,0,6,38,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/ISourceObject.java,31,4,3,0,1,0,26,207,4,12,1,0,1,2,0.01,29.41,1,0,0,1,0,192.15,22,3,0,1,148.21,0,0,0,0,1,1,19.61,0,0,0,0,0,0,1,0,0,1,0,2,9,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/IWritable.java,40,5,4,0,1,0,34,250,0,0,1,0,1,2,0.01,39,1,0,1,1,0,184.28,30,3,0,1,147.24,0,0,0,0,1,1,34,0,0,0,0,0,0,1,0,0,1,0,2,13,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/ModelChangedEvent.java,129,38,27,5,6,0,85,648,0,0,5,4,1,10,0.06,468.9,9,4,0,5,1,188.18,113,11,1,1,144.24,0,0,0,0,5,1,175.25,0,4,0,0,0,0,5,0,0,1,0,11,55,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IFragment.java,126,13,12,0,1,0,112,932,0,0,6,3,1,10,0.08,791.44,9,3,1,6,0,172.44,108,11,0,1,154.3,0,0,0,0,6,1,230.89,0,2,0,0,0,0,6,0,0,4,0,10,69,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IFragmentModel.java,47,4,3,0,2,0,41,311,0,0,1,0,1,2,0.01,48.43,1,0,0,1,0,117.53,41,3,0,1,146.5,0,0,0,0,1,1,27.12,0,0,0,0,0,0,1,0,0,1,0,3,11,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IMatchRules.java,130,14,13,0,5,0,111,904,6,36,0,0,0,11,0.11,1574.62,10,10,0,0,0,171,105,13,0,1,171,0,0,0,0,0,0,344.92,0,0,0,0,0,0,0,0,0,0,0,11,71,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPlugin.java,57,7,6,0,3,0,47,352,0,0,2,1,1,4,0.03,266.03,3,1,1,2,0,182.35,43,5,0,1,143.05,0,0,0,0,2,1,87.51,0,1,0,0,0,0,2,0,0,1,0,4,27,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginAttribute.java,55,7,6,0,1,0,47,352,0,0,2,1,1,4,0.03,266.03,3,1,1,2,0,182.35,43,5,0,1,143.05,0,0,0,0,2,1,87.51,0,1,0,0,0,0,2,0,0,1,0,4,27,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginBase.java,305,27,26,0,3,0,275,2091,0,0,18,4,1,23,0.18,1485.82,22,4,2,18,0,145.55,271,24,0,1,155.91,0,0.5,0,0,18,1,551.68,0,2,0,0,0,1,18,0,0,16,0,23,171,1,1
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginElement.java,136,13,12,0,2,0,121,955,0,0,6,3,1,10,0.08,809.26,9,3,1,6,1,180.51,117,11,1,1,154.23,0,0,0,0,6,1,237.31,0,2,0,0,0,0,6,0,0,4,0,10,71,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginExtension.java,56,8,7,0,2,0,46,362,0,0,2,1,1,4,0.03,287.67,3,1,2,2,0,182.08,42,5,0,1,142.78,0,0.5,0,0,2,1,92.92,0,1,0,0,0,1,2,0,0,1,0,4,28,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginExtensionPoint.java,73,9,8,0,1,0,63,475,0,0,3,1,1,5,0.03,295.67,4,1,2,3,0,181.58,59,6,0,1,155.3,0,0.5,0,0,3,1,100.92,0,2,0,0,0,1,3,0,0,1,0,5,32,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginImport.java,95,10,9,0,1,0,84,654,0,0,4,2,1,7,0.06,598.95,6,2,1,4,0,187.25,80,8,0,1,153.87,0,0,0,0,4,1,180.28,0,0,0,0,0,0,4,0,0,4,0,7,53,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginLibrary.java,164,16,15,0,2,0,146,1159,0,0,7,5,1,13,0.11,1351.62,12,5,1,7,0,186.38,142,14,0,1,153,0,0,0,0,7,1,339.76,0,2,0,0,0,0,7,0,0,5,0,13,94,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginModel.java,47,4,3,0,2,0,41,311,0,0,1,0,1,2,0.01,48.43,1,0,0,1,0,117.53,41,3,0,1,146.5,0,0,0,0,1,1,27.12,0,0,0,0,0,0,1,0,0,1,0,3,11,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginModelBase.java,147,14,13,0,1,0,132,1027,0,0,9,0,1,10,0.04,164.73,9,0,2,9,0,140.92,128,11,0,1,161.06,0,0,0,0,9,1,120.84,0,2,0,0,0,0,9,0,0,7,0,10,51,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginModelFactory.java,92,9,8,0,1,0,82,595,0,0,6,0,1,7,0.02,78.02,6,0,0,6,0,132.85,82,8,0,1,162.23,0,0,0,0,6,1,73.02,0,0,0,0,0,0,6,0,0,6,0,8,33,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginObject.java,135,14,13,0,4,0,117,915,0,0,8,1,1,10,0.05,271.97,9,1,2,8,1,138.8,113,11,1,1,158.94,0,0.5,0,0,8,1,143.34,0,4,0,0,0,1,8,0,0,4,0,10,54,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginParent.java,125,12,11,0,2,0,111,832,0,0,7,1,1,9,0.07,463.27,8,1,1,7,0,146.31,107,10,0,1,156.66,0,0,0,0,7,1,211.05,0,0,0,0,0,0,7,0,0,7,0,9,68,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/core/plugin/IPluginReference.java,96,11,10,0,1,0,84,656,0,0,4,2,1,7,0.06,598.95,6,2,2,4,0,187.25,80,8,0,1,153.87,0,0.5,0,0,4,1,180.28,0,1,0,0,0,1,4,0,0,3,0,7,53,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/AbstractModel.java,100,82,60,17,13,0,5,14,0,0,16,0.09,1.5,52,0.39,6730.84,21,5,10,17,0,132.45,1,71,0,1,132.45,0,0.5,0.11,1,102,4,1182.32,0,2,0,0,1,1,24,0,1,14,2,1,307,2,1
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/build/Build.java,58,49,38,5,5,0,4,12,0,0,8,0.14,1.38,38,0.37,7164.58,9,1,5,9,0,125.22,0,43,0,1,125.22,0,0.5,0.88,0,0,3,1121.37,2,0,0,0,1,1,11,0,1,8,1,0,261,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/build/BuildEntry.java,168,149,92,24,9,4,10,51,0,0,13,0,2,101,1.2,51468.8,16,3,5,14,0,110.99,10,143,0,1,110.99,0,0.5,0.33,2,27,5,3589.94,2,5,0,0,1,1,26,0,1,8,1,10,720,1,1
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/build/BuildModel.java,83,72,58,11,7,0,4,12,0,0,9,0.08,1.78,45,0.43,9735.08,12,3,11,9,2,120.9,0,60,2,1,120.9,2,0.25,0.26,2,30,4,1291.64,3,4,0,0,0,1,16,2,0,5,1,0,281,2,1
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/build/BuildModelFactory.java,22,14,11,1,4,0,4,12,0,0,2,0,1,8,0.06,865.01,3,1,2,2,0,127.78,0,11,0,1,127.78,0,0,1,0,2,1,172.4,0,0,0,0,0,0,2,0,0,2,1,0,47,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/build/BuildObject.java,35,27,19,2,4,0,4,12,0,0,5,0.5,1.2,13,0.11,1457.22,6,1,5,5,0,140.32,0,21,0,1,140.32,0,0,0.6,1,2,2,316.55,0,1,0,0,0,0,6,0,0,4,0,0,84,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/build/ExternalBuildModel.java,58,46,36,4,8,0,4,12,0,0,8,0.36,1.12,30,0.23,3434.01,10,2,4,8,0,132.44,0,41,0,1,132.44,0,0.5,0.19,5,16,2,681.76,0,2,0,0,0,1,9,0,0,6,0,0,172,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/build/WorkspaceBuildModel.java,124,111,81,11,8,0,5,13,0,0,15,0.05,1.73,69,0.59,15021.7,18,3,5,15,0,124.79,1,105,0,1,124.79,0,0.5,0.29,6,72,7,1760.32,2,1,0,0,0,1,26,0,0,14,1,1,403,1,2
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/CoreArraySorter.java,17,11,9,1,2,0,4,12,0,0,1,1,1,7,0.08,1766.81,2,1,1,2,0,113.91,0,9,0,1,113.91,0,0.5,0,0,1,1,246.23,0,0,0,0,1,1,1,0,1,1,0,0,59,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/CoreSettings.java,81,51,39,3,11,0,19,56,6,22,8,0.05,1.38,33,0.32,5749.11,11,3,3,8,0,175.97,13,47,0,1,125.97,0,0.5,0.29,1,16,3,952.88,3,2,0,0,0,1,11,0,0,6,0,3,232,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/CoreSorter.java,54,40,29,9,9,0,5,22,0,0,4,0,2.75,28,0.34,29399.1,4,0,0,4,0,158.8,5,39,0,1,108.8,0,0,0,1,4,6,1008.69,0,2,0,0,0,0,11,0,0,2,0,2,221,2,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/EclipseHomeInitializer.java,31,9,6,0,5,0,17,47,6,22,2,0,1,4,0.02,96.69,2,0,1,2,0,128.63,11,7,0,1,146.51,0,0.5,0,0,2,1,53.26,0,0,0,0,0,1,2,0,0,2,0,5,20,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/EntryFileAdapter.java,21,12,9,1,4,0,5,12,0,0,2,0,1,7,0.04,468.03,3,1,1,2,0,174.43,5,10,0,1,134.55,0,0.5,1,0,2,1,132.88,0,0,0,0,0,1,2,0,0,2,0,1,38,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/ExternalModelManager.java,539,474,320,107,47,0,18,54,0,0,39,0.08,2.87,355,4.49,159793,46,7,10,40,0,106.71,14,463,0,1,106.71,0,0,0.07,22,399,8,13465.5,0,5,0,0,1,0,112,0,1,34,0,13,2629,1,1
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/feature/AbstractFeatureModel.java,88,79,56,10,5,0,4,12,0,0,10,0.15,1.7,45,0.4,8335.85,13,3,8,10,0,125.42,0,70,0,1,125.42,0,0.5,0.2,2,38,4,1212.76,2,1,0,0,0,1,17,0,0,9,1,0,278,2,1
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/feature/ExternalFeatureModel.java,44,21,14,3,8,0,15,34,0,0,6,0.8,1,12,0.06,535.23,7,1,1,6,0,184.3,15,19,0,1,144.41,0,0.5,0.33,0,10,1,184.77,0,1,0,0,0,1,6,0,0,5,0,4,60,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/feature/Feature.java,568,509,385,72,39,0,20,64,0,0,43,0.05,2.67,432,5.47,232920,58,15,8,44,0,104.07,16,500,0,1,104.07,0,0.5,0.11,16,890,14,16419.6,9,6,0,0,1,1,115,0,1,37,1,7,3049,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/feature/FeatureChild.java,103,76,57,10,12,0,15,35,0,0,10,0.06,1.7,54,0.55,14009,12,2,5,10,0,170.03,15,70,0,1,120.03,0,0.5,0.45,3,18,4,1659.75,7,1,0,0,0,1,17,0,0,9,1,4,373,1,1
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/feature/FeatureData.java,231,156,120,16,23,0,52,156,0,0,21,0.02,1.67,115,1.19,29693.2,27,6,4,21,0,159.89,48,151,0,1,120,0,0.5,0.19,12,121,9,3575.94,7,6,0,0,0,1,35,0,0,15,1,12,795,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/feature/FeatureFactory.java,71,56,46,8,11,0,4,12,0,0,9,0,1,44,0.35,7460.53,10,1,1,9,0,125.56,0,54,0,1,125.56,0,0,1,0,0,1,1045.33,0,0,0,0,0,0,9,0,0,9,1,0,268,1,0
ui/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/feature/FeatureImport.java,82,67,47,12,11,0,4,12,0,0,9,0.12,1.89,43,0.48,12679.5,11,2,6,9,0,123.6,0,60,0,1,123.6,0,0.5,0.39,2,28,4,1449.66,7,2,0,0,0,1,17,0,0,7,1,0,315,1,0
